"","Site","WY","Month","Air","PO4","NO3","pH","Cond","Tur","O2","H2Otemp","TotalColiform","EColi","ppt","cwd","tmx","tmn","PctUrb","PctImp","NDVI","SiteWY"
"1353",8,2002,12,10.8,1.793333333,2.74,7.666666667,152.6333333,6.766666667,12.31666667,8.7,7.791357516,7.020994675,259.2,0,11.17,4.51,12,15,-0.056,"8 2002"
"1354",8,2003,1,13.1,0.046666667,0,7.633333333,65.73333333,9.666666667,12.12666667,9.716666667,7.791357516,3.072693315,84.8,0,11.39,2.12,12,15,-0.051,"8 2003"
"1355",8,2003,2,16.7,0.016666667,0,8.5,123.4666667,4.833333333,12.32333333,9.433333333,7.348008213,5.114394528,59.6,0,16.46,3.96,12,15,-0.051,"8 2003"
"1356",8,2003,3,23.9,0.523333333,0.033333333,8.233333333,136.6,2.906666667,12,14.51666667,7.791357516,4.711330382,98.9,0,17.19,4.72,12,15,-0.051,"8 2003"
"1357",8,2003,4,15.1,0.063333333,0.146666667,7.033333333,72.86666667,8.133333333,10.86333333,12.05,6.887960652,4.510859507,166.3,0,15.22,5.26,12,15,-0.051,"8 2003"
"1358",8,2003,5,26.6,0.48,0.01,6.866666667,69.53333333,3.2,9.926666667,16.725,7.791357516,4.079230924,50.9,69.9,24.78,9.94,12,15,-0.051,"8 2003"
"1359",8,2003,6,26.5,1.84,0.006666667,9.3,175.2333333,0.616666667,9.793333333,26.525,7.791357516,5.321056854,0,182.8,31.29,14.19,12,15,-0.051,"8 2003"
"1360",8,2003,7,30.3,0.4,0.013333333,9.066666667,245.6,0.383333333,10.66666667,26.95,7.791357516,2.960105096,0,207.3,36.95,18.24,12,15,-0.051,"8 2003"
"1361",8,2003,8,23.5,1.84,0.34,7.8,247.2666667,0.225,10.56,20.6,7.791357516,3.328626689,37.8,136.2,32.33,15.78,12,15,-0.051,"8 2003"
"1362",8,2003,9,22,1.963333333,0,8.366666667,194.7666667,0.35,11.42,19.55,7.791357516,4.711330382,0.1,131.6,32.24,14.34,12,15,-0.051,"8 2003"
"1363",8,2003,10,27.3,2.416666667,0.066666667,9.1,188.6333333,0.55,12.06,19.55,7.791357516,3.19047635,0,80.7,24.53,9.88,12,15,-0.051,"8 2003"
"1364",8,2003,11,14.5,3,0.073333333,6.833333333,202.9333333,3.233333333,10.07,13.15,7.791357516,2.827313622,91.5,0,19.23,7.06,12,15,-0.051,"8 2003"
"1365",8,2003,12,12.3,3,0.803333333,7.9,303.9333333,1.25,10.16,10.1,7.791357516,5.387700928,332,0,12.31,4.25,12,15,-0.051,"8 2003"
"1366",8,2004,1,10.5,0.253333333,1.55,6.5,80,9.166666667,12.32333333,7.4,7.594028891,5.513831891,90.6,0,15.2,5.7,12,15,0,"8 2004"
"1367",8,2004,2,13.7,0.623333333,1.606666667,7.133333333,96.66666667,7.766666667,11.67666667,9.5,7.169888748,4.806477043,215,0,15.19,3.41,12,15,0,"8 2004"
"1368",8,2004,3,23.5,0.016666667,0.083333333,7.633333333,60,2.666666667,8.643333333,15.6,7.791357516,3.80666249,37.8,2.2,18.2,5.58,12,15,0,"8 2004"
"1369",8,2004,4,28.2,0.876666667,0.886666667,8.166666667,113.3333333,1.1,9.396666667,19.9,7.791357516,4.322807275,12.7,103.8,22.54,8.33,12,15,0,"8 2004"
"1370",8,2004,5,37.6,0.643333333,0.446666667,8.4,111.3,0.7,10.04666667,20.93333333,7.791357516,3.693866996,7.8,154.1,26.03,10.19,12,15,0,"8 2004"
"1371",8,2004,6,35,1.943333333,1.643333333,9,187.1,0.833333333,12.29333333,25.55,7.791357516,4.892602227,0.2,181.7,30.83,13.97,12,15,0,"8 2004"
"1372",8,2004,7,36,2.733333333,3.163333333,8.933333333,270,1.2,5.256666667,25.58,7.791357516,4.053522568,0.1,202.4,34.9,16.71,12,15,0,"8 2004"
"1373",8,2004,8,26.6,3.26,7.333333333,6.4,259.8666667,0.066666667,7.183333333,22.2,7.791357516,4.593097605,0,175,33.62,15.29,12,15,0,"8 2004"
"1374",8,2004,9,26.4,2.59,2.593333333,7.333333333,212.5333333,0.9,10.99666667,21.16666667,7.791357516,3.698829785,5.5,122.6,30.46,12.51,12,15,0,"8 2004"
"1375",8,2004,10,21.5,6.9,4.47,6.333333333,280.6,0.233333333,9.82,14.5,7.791357516,2.151762203,7.7,76.5,28.13,10.98,12,15,0,"8 2004"
"1376",8,2004,11,9,1.476666667,5.3,6.866666667,272.3666667,1.9,12.43666667,12.33333333,7.791357516,4.115779843,97.2,0,14.6,4.83,12,15,0,"8 2004"
"1377",8,2004,12,5.5,1.526666667,3,6.766666667,120.1666667,5.833333333,11.98,9.333333333,7.791357516,6.531897516,259.1,0,11.76,5.1,12,15,0,"8 2004"
"1378",8,2005,1,10.4,0.163333333,0.373333333,6.4,109.3333333,12.33333333,12.82666667,7.65,6.133831788,2.862200881,145.8,0,11.28,3.25,12,15,0.023,"8 2005"
"1379",8,2005,2,14.3,0.37,0.93,7,89.56666667,5.033333333,9.756666667,10.35,4.622027303,3.935739532,91.9,0,13.31,4.51,12,15,0.023,"8 2005"
"1380",8,2005,3,20.1,0.55,0.796666667,7.033333333,125.6,4.666666667,10.31666667,15.45,7.791357516,3.19047635,168,0,22.7,8.28,12,15,0.023,"8 2005"
"1381",8,2005,4,22.5,0.123333333,0.1,6.566666667,73.7,4.033333333,11.27666667,13.55,5.321056854,2.602689685,48.1,22.8,18.79,6.37,12,15,0.023,"8 2005"
"1382",8,2005,5,19.7,0.09,0.153333333,6.5,90.53333333,1.933333333,10.64666667,17.9,7.348008213,2.839078464,111.2,47.6,23.28,10.95,12,15,0.023,"8 2005"
"1383",8,2005,6,30.6,0.733333333,1.54,7.4,121.9666667,0.45,7.936666667,24.26666667,7.348008213,3.777348102,39.8,132.6,26.64,11.66,12,15,0.023,"8 2005"
"1384",8,2005,7,37.4,2.436666667,4.093333333,9.166666667,254.3666667,0.383333333,11.94333333,30.4,7.791357516,5.414766179,0,207.5,36.78,18.53,12,15,0.023,"8 2005"
"1385",8,2005,8,35.4,1.88,2.466666667,9.286666667,193.9,0.066666667,10.08,26.7,7.791357516,1.410986974,0,178.1,34.96,16.45,12,15,0.023,"8 2005"
"1386",8,2005,9,31,1.573333333,3.153333333,8.166666667,157.1333333,0.666666667,9.793333333,22,7.791357516,2.850706502,4.9,120.7,28.5,11.99,12,15,0.023,"8 2005"
"1387",8,2005,10,19.9,2.96,4.37,6.633333333,294.7333333,1.25,7.946666667,15.08333333,7.791357516,4.755312844,124.1,0,22.22,9.24,12,15,0.023,"8 2005"
"1388",8,2005,11,13.8,0.39,0.793333333,6.866666667,142.6333333,1.366666667,10.54666667,13.35,4.980176087,1.648658626,82.1,0,16.04,4.64,12,15,0.023,"8 2005"
"1389",8,2005,12,15.9,3.78,5.606666667,7.066666667,401.5,2.566666667,13.7,11.025,7.791357516,5.672979566,175.5,0,13.69,3.18,12,15,0.023,"8 2005"
"1390",8,2006,1,8.7,0.093333333,0.126666667,6.4,55.36666667,12,12.31333333,9.033333333,7.092823061,3.169685581,140.1,0,10.51,3.41,12,15,0.191,"8 2006"
"1391",8,2006,2,12.9,0.003333333,0.07,7.08,63.46666667,4.166666667,11.70666667,9,3.621670704,1.131402111,92.5,0,15.48,6.12,12,15,0.191,"8 2006"
"1392",8,2006,3,18.5,0.05,0.076666667,6.663333333,67.56666667,7.4,11.74333333,8.866666667,6.361993085,3.514526067,266.2,0,18.35,6.82,12,15,0.191,"8 2006"
"1393",8,2006,4,13.3,0.05,0.03,6.066666667,60.83333333,8.866666667,11.69333333,11,5.900992644,3.786459782,208.2,0,17.18,8.59,12,15,0.191,"8 2006"
"1394",8,2006,5,29.2,0.183333333,0.186666667,7.616666667,88.4,2.033333333,7.406666667,26.73333333,7.791357516,2.014903021,20.8,105.1,26.88,11.35,12,15,0.191,"8 2006"
"1395",8,2006,6,20.2,1.346666667,2.19,7.6,175.6333333,0.45,10.04666667,18.9,7.791357516,6.305362462,0.1,184.6,31.66,15.15,12,15,0.191,"8 2006"
"1396",8,2006,7,32.2,1.15,1.363333333,7.766666667,181,0.066666667,10.25333333,24.3,7.791357516,2.282382386,0,207.6,37,18.4,12,15,0.191,"8 2006"
"1397",8,2006,8,22.1,1.543333333,2.036666667,8.143333333,208.0666667,0.093333333,9.38,21.4,7.791357516,1.840549633,0.1,173.3,32.9,14.68,12,15,0.191,"8 2006"
"1398",8,2006,9,33.4,1.94,2.063333333,7.89,247.3,0.75,8.953333333,20.7,7.791357516,2.939161922,0,129,30.74,13.06,12,15,0.191,"8 2006"
"1399",8,2006,10,31.8,2.073333333,3.486666667,7.566666667,207.7666667,1.3,14.64666667,17.13333333,4.301358732,0.693147181,27.8,52.7,23.46,10.63,12,15,0.191,"8 2006"
"1400",8,2006,11,22.6,1.823333333,2.903333333,8.1,199.3333333,0.116666667,11.54666667,12.2,5.728800238,3.139832618,88,0,18.68,7.03,12,15,0.191,"8 2006"
"1401",8,2006,12,8.7,0.466666667,0.656666667,8.6,122.8666667,2.433333333,12.07666667,7.5,2.939161922,1.410986974,423.1,0,13.26,4.72,12,15,0.191,"8 2006"
"1402",8,2007,1,9.7,0.173333333,0.4,6.7,147.5,1.466666667,13.09666667,3.2,7.791357516,0.693147181,20.9,0,12.42,4.65,12,15,0.032,"8 2007"
"1403",8,2007,2,12.1,0.2,0.326666667,6.666666667,102.7,22,11.08,9.1,6.133614939,5.463407986,226.2,0,16.53,3.51,12,15,0.032,"8 2007"
"1404",8,2007,3,22.2,0.113333333,0.17,7.533333333,98.66666667,3.533333333,10.34666667,13.8,6.361993085,2.388762789,21.4,16.4,11.89,3.95,12,15,0.032,"8 2007"
"1405",8,2007,4,18.8,0.146666667,0.226666667,7.266666667,123.6666667,0.966666667,10.27,14,7.169888748,1.410986974,67.5,45.9,21.32,6.95,12,15,0.032,"8 2007"
"1406",8,2007,5,25.9,1.086666667,0.19,7.833333333,184.2666667,0.3,8.703333333,19.56666667,7.791357516,2.602689685,17.6,146.7,27.34,10.61,12,15,0.032,"8 2007"
"1407",8,2007,6,27.7,1.816666667,2.216666667,7.366666667,215.4,0.066666667,9.17,20.6,7.791357516,1.840549633,3.4,176.9,30.74,12.95,12,15,0.032,"8 2007"
"1408",8,2007,7,31.7,2.91,1.163333333,7.166666667,273.6333333,0.316666667,9.08,23.5,7.791357516,2.694627181,0.7,201.2,35.01,16.15,12,15,0.032,"8 2007"
"1409",8,2007,8,28.5,2.393333333,0.65,7.333333333,239.4,0.216666667,9.64,20.93333333,7.791357516,1.131402111,0,175.4,34.13,15.11,12,15,0.032,"8 2007"
"1410",8,2007,9,28.1,1.806666667,0.496666667,7.723333333,194.0666667,0.85,8.64,19.53333333,7.791357516,2.00148,17.8,106,27.46,11.39,12,15,0.032,"8 2007"
"1411",8,2007,10,22.5,1.12,1.383333333,7.266666667,201.8333333,0.083333333,9.543333333,15.66666667,7.791357516,3.202746443,6.4,71.9,23.37,7.99,12,15,0.032,"8 2007"
"1412",8,2007,11,17,0.203333333,0.106666667,6.766666667,136.2666667,0.766666667,11.03333333,13.7,7.791357516,4.003690194,81.1,0,16.19,5.91,12,15,0.032,"8 2007"
"1413",8,2007,12,14.8,0.103333333,0.156666667,6.833333333,138.4,1.533333333,11.19,9.3,7.791357516,3.737669618,138.6,0,13.05,2.85,12,15,0.032,"8 2007"
"1414",8,2008,1,11.5,0.126666667,0.21,6.566666667,126.3,10.53333333,12.84,6.033333333,5.232177564,3.394508394,248.7,0,13.41,-0.7,12,15,0.062,"8 2008"
"1415",8,2008,2,18.3,0.16,0.2,6.566666667,114.1,9.066666667,12.03666667,7.466666667,5.321056854,1.131402111,102.8,0,14.37,4.34,12,15,0.062,"8 2008"
"1416",8,2008,3,20.6,0.13,0.123333333,8.566666667,116.7,5.7,11.59333333,10.4,6.588926478,1.648658626,30,3.7,21.71,6.52,12,15,0.062,"8 2008"
"1417",8,2008,4,21.5,1.846666667,1.016666667,7.4,243.4,0.65,11.96,13.5,6.305362462,1.410986974,7.1,104.2,20.84,5.7,12,15,0.062,"8 2008"
"1418",8,2008,5,27.3,2.086666667,0.813333333,8.033333333,227.3333333,0.533333333,11.55666667,17.6,4.141546164,1.648658626,4.2,159.4,26.62,10.81,12,15,0.062,"8 2008"
"1419",8,2008,6,31.1,1.863333333,0.726666667,7.566666667,242.9333333,0.166666667,9.68,20.9,7.791357516,5.900992644,0,181.5,31.46,13.08,12,15,0.062,"8 2008"
"1420",8,2008,7,28.3,2.283333333,0.826666667,8.2,239.9666667,0.083333333,10.31333333,23.36666667,7.791357516,3.64805746,0,203.3,35.62,16.55,12,15,0.062,"8 2008"
"1421",8,2008,8,33.5,3.866666667,0.916666667,8.17,346.3333333,0,10.66666667,23.23333333,7.791357516,3.786459782,0.1,177.7,34.89,16.25,12,15,0.062,"8 2008"
"1422",8,2008,9,31.2,3.333333333,1.413333333,7.366666667,343.9,0,10.41333333,19.26666667,7.791357516,3.666122467,0,130.7,32.1,13.45,12,15,0.062,"8 2008"
"1423",8,2008,10,21.5,1.58,0.476666667,5.6,227.7,0.526666667,9.74,13,7.791357516,0.693147181,65.4,11.9,21.29,8.71,12,15,0.062,"8 2008"
"1424",8,2008,11,18.3,1.216666667,0.396666667,7.646666667,199.0666667,0.4,10.38666667,13.3,5.105945474,2.694627181,29.5,7.9,19.89,5.84,12,15,0.062,"8 2008"
"1425",8,2008,12,8.9,1.513333333,0.76,5.733333333,230.8666667,2.4,13.71,4.6,4.629862799,1.410986974,150.1,0,11.25,1.9,12,15,0.062,"8 2008"
"1426",8,2009,1,16.8,0.786666667,0.59,7.533333333,189.9,3.1,12.53666667,4.2,6.646520377,0.693147181,60.1,0,10.09,2.13,12,15,0.01,"8 2009"
"1427",8,2009,2,17,1.336666667,0.846666667,7.566666667,214.7333333,1.266666667,12.58333333,9,7.791357516,2.397895273,213.9,0,14.73,3.41,12,15,0.01,"8 2009"
"1428",8,2009,3,21.8,0.176666667,0.266666667,6.533333333,99.43333333,10.93333333,11.37,9.033333333,5.718342626,1.840549633,95.3,0,18.43,4.97,12,15,0.01,"8 2009"
"1429",8,2009,4,10.5,0.306666667,0.193333333,7.756666667,115.3,4.133333333,9.786666667,13.7,7.791357516,3.737669618,26.3,46.7,20.13,6.83,12,15,0.01,"8 2009"
"1430",8,2009,5,26.5,0.086666667,0.11,7.726666667,112.8,5.933333333,9.51,16.7,7.791357516,4.15575319,91.7,76.4,27.63,12.94,12,15,0.01,"8 2009"
"1431",8,2009,6,30.2,1.84,1.393333333,8.486666667,185.3666667,0.356666667,9.67,20.96666667,7.791357516,4.460144414,16.4,162,28.64,13.72,12,15,0.01,"8 2009"
"1432",8,2009,7,31.5,1.77,2.093333333,8.043333333,285.9666667,0.283333333,9.616666667,21,7.791357516,3.985273467,0,204.5,35.84,17.19,12,15,0.01,"8 2009"
"1433",8,2009,8,28.5,1.553333333,1.8,8.38,314.4333333,0.2,10.36666667,18.7,7.791357516,2.674148649,0,176.2,33.32,16.53,12,15,0.01,"8 2009"
"1434",8,2009,9,35.1,2.866666667,1.576666667,7.773333333,169.7,0.316666667,9.026666667,19,7.791357516,2.379546134,2.8,130.1,31.93,15.87,12,15,0.01,"8 2009"
"1435",8,2009,10,23.2,0.87,0.716666667,6.9,197.5,0.433333333,9.486666667,18.7,7.791357516,3.430756184,42.7,38.2,25.22,9.34,12,15,0.01,"8 2009"
"1436",8,2009,11,23.1,0.846666667,0.633333333,7.4,145.3666667,0.33,10.57,11.3,7.791357516,1.410986974,80.8,0,18.78,8,12,15,0.01,"8 2009"
"1437",8,2009,12,11.5,1.526666667,0.856666667,7.6,238.8333333,0.766666667,12.49333333,7.1,7.791357516,1.410986974,113.6,0,11.39,1.23,12,15,0.01,"8 2009"
"1438",8,2010,1,12,0.403333333,0.553333333,7.996666667,140.3,1.8,12.08,6.8,7.791357516,2.140066163,208.4,0,14.97,3.13,12,15,0.128,"8 2010"
"1439",8,2010,2,12.3,0.063333333,0.1,8.046666667,119.8,3.933333333,11.37666667,9.5,5.120386158,0,98,0,13.89,4.1,12,15,0.128,"8 2010"
"1440",8,2010,3,30.6,0.1,0.173333333,7.77,123.2,3.933333333,10.78666667,11.5,6.191134742,2.00148,79.9,0,17.04,4.74,12,15,0.128,"8 2010"
"1441",8,2010,4,21.7,0.043333333,0.073333333,7.843333333,99.1,4.6,10.80333333,12.93333333,7.791357516,3.214867803,165,0,16.55,5.98,12,15,0.128,"8 2010"
"1442",8,2010,5,27,0.073333333,0.053333333,7.91,82.86666667,2.366666667,10.33333333,15.7,7.791357516,2.667228207,50,62.2,21.2,8.17,12,15,0.128,"8 2010"
"1443",8,2010,6,34,0.096666667,0.126666667,7.696666667,95.4,1.666666667,9.44,18.1,7.791357516,3.953164949,0.6,178.8,29.18,14.19,12,15,0.128,"8 2010"
"1444",8,2010,7,36.5,0.576666667,0.626666667,7.993333333,176.5666667,0.666666667,9.336666667,25.4,7.791357516,3.777348102,0,205.4,34.7,17.18,12,15,0.128,"8 2010"
"1445",8,2010,9,26.4,0.28,0.356666667,7.743333333,204.5666667,0.706666667,9.846666667,18.4,7.791357516,3.303216973,1.6,128.9,30.64,14.07,12,15,0.128,"8 2010"
"1446",8,2010,10,25.5,1.936666667,1.316666667,7.733333333,194.7666667,0.15,9.943333333,14,7.791357516,1.410986974,70.2,0,21.82,9.33,12,15,0.128,"8 2010"
"1447",8,2010,11,14.7,1.85,1.86,7.99,540.6666667,0.3,11.33333333,6.5,7.791357516,4.593097605,39.6,0,17.77,5.41,12,15,0.128,"8 2010"
"1448",8,2010,12,6.5,0.593333333,0.373333333,7.263333333,173.6,1.366666667,11.97333333,7,7.791357516,4.650143552,96.9,0,11.44,2.32,12,15,0.128,"8 2010"
"1449",8,2011,1,5.01,0.026666667,0.056666667,6.806666667,69.63333333,4.633333333,11.56666667,7.2,5.010635294,1.648658626,50,0,12.89,2.74,12,15,0.044,"8 2011"
"1450",8,2011,2,10.6,0.016666667,0.026666667,3.43,74.36666667,7.033333333,11.45666667,8.3,7.457551585,4.398146017,149.66,0,14.06,2.61,12,15,0.044,"8 2011"
"1451",8,2011,3,9,0.013333333,0.003333333,6.12,115.8,13.33333333,11.16,9.066666667,7.791357516,5.842964539,283.31,0,13.91,5.42,12,15,0.044,"8 2011"
"1452",8,2011,4,18.3,0.046666667,0.023333333,7.22,60.13333333,3,10.54666667,12.3,5.842964539,1.791759469,23.03,61.46,19,6.46,12,15,0.044,"8 2011"
"1453",8,2011,5,22,0.123333333,0.01,6.873333333,70.9,1.7,9.43,16.6,7.352889718,2.151762203,59.45,98.2,21.36,8.31,12,15,0.044,"8 2011"
"1454",8,2011,6,26.4,0.29,0.083333333,7.353333333,89.83333333,1.2,9.696666667,19.7,7.594028891,4.406719247,45.36,138.26,26.71,12.75,12,15,0.044,"8 2011"
"1455",8,2011,7,24.4,0.223333333,0.82,8.63,136.1333333,0.59,9.646666667,24.7,7.791357516,4.232656178,0,0,32.34,15.97,12,15,0.044,"8 2011"
"1456",8,2011,8,27.2,0.22,0.456666667,7.696666667,173.6,0.426666667,9.92,21.5,7.791357516,2.48490665,0,0,33.61,16.22,12,15,0.044,"8 2011"
"1457",8,2011,9,23.6,1.406666667,0.343333333,7.893333333,170.7,0.316666667,9.336666667,20.7,7.457551585,0.693147181,0.08,134.7,32.76,16.23,12,15,0.044,"8 2011"
"1458",8,2011,10,24.2,1.423333333,0.596666667,7.53,187.1,0.833333333,9.233333333,16.6,7.791357516,4.988389685,125.61,0,23.46,11.64,12,15,0.044,"8 2011"
"1459",8,2011,11,14.7,0.646666667,0.373333333,7.613333333,136.6333333,0.466666667,10.91,12.7,7.791357516,1.410986974,135.1,0,16.08,5.25,12,15,0.044,"8 2011"
"1460",8,2011,12,15.1,0.126666667,0.256666667,7.23,106.2333333,6.433333333,10.95333333,10.8,7.791357516,3.594568775,306,0,12.43,5.61,12,15,0.044,"8 2011"
"1461",8,2012,1,12.5,0.773333333,0.413333333,7.396666667,186.8333333,1.466666667,11.89333333,6.866666667,7.348008213,4.969118614,117.1,0,14.92,3.2,12,15,0.037,"8 2012"
"1462",8,2012,2,20.8,0.606666667,0.483333333,7.51,160.2333333,3.866666667,11.92666667,6.466666667,3.983413002,0,40.18,0,15.91,3.87,12,15,0.037,"8 2012"
"1463",8,2012,3,12.4,0.393333333,0.433333333,5.766666667,90.76666667,58.33333333,9.196666667,11.3,7.791357516,6.01615716,263.83,0,14.98,5.17,12,15,0.037,"8 2012"
"1464",8,2012,4,26.3,0.036666667,0.08,6.79,71.7,7.6,10.19666667,16.7,3.36729583,0.693147181,132.32,17.79,19.81,7.49,12,15,0.037,"8 2012"
"1465",8,2012,5,22.4,0.186666667,0.17,8.103333333,79.43333333,7.966666667,9.793333333,15.33333333,7.253894921,3.072693315,2.8,161.18,26.23,10.56,12,15,0.037,"8 2012"
"1466",8,2012,6,28.8,0.416666667,0.396666667,8.58,149.2666667,2.366666667,9.753333333,21.2,7.253894921,3.802208139,6.11,178.6,29.86,12.89,12,15,0.037,"8 2012"
"1467",8,2012,7,27.5,2.54,1.583333333,7.973333333,277.6333333,0.283333333,9.29,20.9,7.791357516,2.493205453,0.04,201.6,33.55,15.57,12,15,0.037,"8 2012"
"1468",8,2012,8,31.1,4.026666667,1.2,7.923333333,239.5666667,1.1,8.773333333,23.6,7.791357516,2.839078464,0,181.1,35.82,17.3,12,15,0.037,"8 2012"
"1469",8,2012,9,30.6,1.363333333,0.663333333,7.76,103.9,0.433333333,9.173333333,20.3,7.791357516,3.303216973,0,133.6,32.77,15,12,15,0.037,"8 2012"
"1470",8,2012,11,11.8,0.77,0.403333333,7.836666667,149.3333333,1.466666667,11.18666667,11.4,5.959199587,2.00148,31.89,6.6,15.91,5.15,12,15,0.037,"8 2012"
"1471",8,2012,12,14.7,1.136666667,0.793333333,7.506666667,123.0666667,0.316666667,14.25333333,5.3,3.968403339,0,3.6,18.46,14.76,1.98,12,15,0.037,"8 2012"
"1472",8,2013,1,2.7,0.126666667,0.203333333,7.536666667,20.96666667,6.933333333,12.53333333,4.5,4.393213824,1.386294361,20.64,0,12.93,1.18,12,15,0.19,"8 2013"
"1473",8,2013,2,12.1,0.143333333,0.173333333,7.823333333,87.2,1.233333333,13.00333333,6.8,2.57261223,0.693147181,17.11,0,16.1,2.26,12,15,0.19,"8 2013"
"1474",8,2013,3,14.2,0.196666667,0.14,7.866666667,95.06666667,1.366666667,11.02,12.8,3.443618098,2.151762203,61.2,0,19.74,6.19,12,15,0.19,"8 2013"
"1475",8,2013,4,20.3,1.033333333,0.463333333,7.456666667,97.7,0.933333333,10.19333333,12.96666667,5.618950539,2.4765384,30.25,82.98,23.31,8.63,12,15,0.19,"8 2013"
"1476",8,2013,5,20.7,0.4,0.866666667,7.796666667,138,0.806666667,10.28333333,17.9,7.253894921,1.840549633,14.1,158,26.36,11.52,12,15,0.19,"8 2013"
"1477",8,2013,6,32.5,4.48,1.233333333,7.606666667,170.8333333,0.35,8.33,20.23333333,7.791357516,5.05305601,26.58,171.62,31.03,14.45,12,15,0.19,"8 2013"
"1478",8,2013,7,30,6.8,1.533333333,8.12,252.5333333,0.456666667,8.71,22.53333333,4.294560609,3.384390263,0,207.1,35.37,17.73,12,15,0.19,"8 2013"
"1479",8,2013,8,27.6,1.13,1.246666667,8.053333333,229.3666667,0.433333333,9.123333333,21.33333333,7.791357516,2.151762203,0,175.5,32.68,15.88,12,15,0.19,"8 2013"
"1480",8,2013,9,21.4,3.606666667,1.11,7.456666667,221.6,1.22,8.846666667,17.4,7.791357516,2.014903021,22.88,123.17,28.92,13.77,12,15,0.19,"8 2013"
"1481",8,2013,10,29.1,0.903333333,0.466666667,8.203333333,161,0.7,9.686666667,17.4,7.791357516,1.098612289,44.67,50.69,25.1,10.76,12,15,0.19,"8 2013"
"1482",8,2013,11,12.5,2.913333333,0.876666667,8.24,229.5,0.316666667,10.69,11.3,7.020994675,1.648658626,191.42,0,17.66,7.22,12,15,0.19,"8 2013"
"1483",8,2013,12,5.5,0.23,0.25,7.546666667,88.3,15,10.99333333,9.166666667,4.988389685,2.772588722,315.51,0,11.9,3.82,12,15,0.19,"8 2013"
"1484",8,2014,1,6.3,0.966666667,0.813333333,7.946666667,184.3,0.116666667,13.66333333,4.6,5.565669173,1.410986974,22.26,6.46,18.95,4.45,12,15,0.226,"8 2014"
"1485",8,2014,2,17.6,0.166666667,0.523333333,7.496666667,106.1666667,13,10.87,11.6,6.191134742,3.777348102,228.07,0,16.08,5.74,12,15,0.226,"8 2014"
"1486",8,2014,3,14.5,0.283333333,0.343333333,7.67,90.23333333,7.866666667,10.91666667,11.06666667,5.442417711,2.140066163,162.38,0,19.29,7.61,12,15,0.226,"8 2014"
"1487",8,2014,4,20.8,0.4,0.636666667,7.56,148.7333333,2.673333333,10.23333333,15.26666667,7.253894921,3.374168709,42.12,54.77,22.28,8.09,12,15,0.226,"8 2014"
"1488",8,2014,5,28.4,2.815,0.886666667,8.373333333,200.9,0.066666667,9.776666667,19.7,7.791357516,3.000719815,7.44,163.34,27.23,11.64,12,15,0.226,"8 2014"
"1489",8,2014,6,32.3,4.16,1.55,8.613333333,262.3666667,0.133333333,9.61,22.7,7.791357516,1.098612289,0,183.1,31.86,14.07,12,15,0.226,"8 2014"
"1490",8,2014,7,25.7,8.116666667,1.3,8.58,247.7333333,0.266666667,9.103333333,22.8,7.791357516,4.091005661,0,207.9,35.25,18.4,12,15,0.226,"8 2014"
"1491",8,2014,8,29.7,7.906666667,1.206666667,8.553333333,291.2666667,0.73,11.24,23.66666667,7.791357516,4.115779843,3.35,177.4,32.84,17.24,12,15,0.226,"8 2014"
"1492",8,2014,9,24.7,6.866666667,1.283333333,8.053333333,264.9666667,0.416666667,10.05666667,19.7,7.791357516,3.549617387,17.05,132.2,31.14,15.29,12,15,0.226,"8 2014"
"1493",8,2014,10,21.6,3.933333333,1.24,8.093333333,195.7,0.45,10.19333333,15.06666667,7.791357516,1.791759469,14,78.42,24.83,8.56,12,15,0.226,"8 2014"
"1494",8,2014,11,8.5,1.033333333,0.516666667,7.443333333,169.6666667,0.583333333,11.36666667,10.3,6.075805696,2.397895273,39.38,6.26,19.95,6.13,12,15,0.226,"8 2014"
"1495",8,2014,12,4.3,1.79,0.736666667,7.47,202.4333333,0.416666667,12.73,4.6,5.148656592,2.681021529,9.59,12.2,15.09,1.06,12,15,0.226,"8 2014"
"1496",8,2015,1,12.1,0.523333333,0.306666667,7.89,129.5333333,2.2,12.29,8.7,6.248429647,3.387774361,2.09,1.66,15.51,4.14,12,15,0.026,"8 2015"
"1497",8,2015,2,16.2,0.31,0.253333333,8.006666667,126.5666667,1.833333333,11.75,10.6,6.133614939,2.827313622,84.76,0,19.05,7.09,12,15,0.026,"8 2015"
"1498",8,2015,3,18.6,0.573333333,0.323333333,8.08,117.8333333,0.766666667,10.19333333,12.56666667,5.149237144,2.778819272,13.12,25.83,22.08,7.66,12,15,0.026,"8 2015"
"1499",8,2015,4,24.1,2.403333333,0.95,7.823333333,212.9333333,0.016666667,12.24666667,14.1,7.791357516,3.42751469,57.43,59.55,22.14,7.45,12,15,0.026,"8 2015"
"1500",8,2015,6,24.3,2.086666667,0.38,7.756666667,170.9,0.083333333,9.046666667,22.7,7.791357516,1.410986974,3.41,187.3,33.23,15.85,12,15,0.026,"8 2015"
"1501",8,2015,7,32.3,6.933333333,1.34,7.826666667,255.1333333,0,11.12,24,7.791357516,3.873282177,0.9,204.1,33.51,17.43,12,15,0.026,"8 2015"
"1502",8,2015,8,30.7,8.366666667,1.333333333,7.816666667,279.9666667,0.746666667,9.43,20.83333333,7.791357516,2.261763098,0.07,177.2,33.38,16.55,12,15,0.026,"8 2015"
